type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,isarch,vntype,haslength
PhysicalObject,51:40.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237512?seid=4043527. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237512,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=294 mm; tail length=139 mm; hind foot with claw=36 mm; ear from notch=25 mm; weight=98.2 g; sex=female ; age=adult ; reproductive data= Non lactating, non perforate",http://arctos.database.museum/guid/MVZ:Mamm:237512?seid=4043527,MVZ:Mamm:237512,2823,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2823,,http://arctos.database.museum/guid/MVZ:Mamm:237512,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-21; method: expert,,,,,10/21/16,,295,295,2016,10,21,21-Oct-16,Transitional lowland to lower montane rainforest.,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 1760 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1660-2040 el.",1660,2040,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 01. Elevation determined from Google Earth DEM.,-5.287222,119.957119,not recorded,930,,,,,,,,,Kevin C. Rowe,10/21/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/21/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,294,total length,0,98.2,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,56:56.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237514?seid=4043529. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237514,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=305 mm; tail length=150 mm; hind foot with claw=37 mm; ear from notch=27 mm; weight=113.8 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Perforate, non lactating",http://arctos.database.museum/guid/MVZ:Mamm:237514?seid=4043529,MVZ:Mamm:237514,2847,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2847,,http://arctos.database.museum/guid/MVZ:Mamm:237514,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-23; method: expert,,,,,10/23/16,,297,297,2016,10,23,23-Oct-16,Moss Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2050 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2003-2108 el.",2003,2108,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 02. Elevation determined from Google Earth DEM.,-5.297158,119.954517,not recorded,150,,,,,,,,,Kevin C. Rowe,10/23/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/23/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,305,total length,0,113.8,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:10.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237517?seid=4043532. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237517,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=322 mm; tail length=159 mm; hind foot with claw=39 mm; ear from notch=28 mm; weight=119.8 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Perforate, non lactating",http://arctos.database.museum/guid/MVZ:Mamm:237517?seid=4043532,MVZ:Mamm:237517,2887,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2887,,http://arctos.database.museum/guid/MVZ:Mamm:237517,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-28; method: expert,,,,,10/28/16,,302,302,2016,10,28,28-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,10/28/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/28/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,322,total length,0,119.8,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:10.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237519?seid=4043487. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237519,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=331 mm; tail length=167 mm; hind foot with claw=39 mm; ear from notch=29 mm; weight=121.4 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal,http://arctos.database.museum/guid/MVZ:Mamm:237519?seid=4043487,MVZ:Mamm:237519,2895,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2895,,http://arctos.database.museum/guid/MVZ:Mamm:237519,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-28; method: expert,,,,,10/28/16,,302,302,2016,10,28,28-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,10/28/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/28/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,331,total length,0,121.4,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:10.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237522?seid=4043490. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237522,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=316 mm; tail length=150 mm; hind foot with claw=37 mm; ear from notch=26 mm; weight=121.9 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal,http://arctos.database.museum/guid/MVZ:Mamm:237522?seid=4043490,MVZ:Mamm:237522,2906,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2906,,http://arctos.database.museum/guid/MVZ:Mamm:237522,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-28; method: expert,,,,,10/28/16,,302,302,2016,10,28,28-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,10/28/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/28/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,316,total length,0,121.9,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:10.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237525?seid=4043493. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237525,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=314 mm; tail length=144 mm; hind foot with claw=38 mm; ear from notch=27 mm; weight=100.9 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Perforate, lactating",http://arctos.database.museum/guid/MVZ:Mamm:237525?seid=4043493,MVZ:Mamm:237525,2926,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2926,,http://arctos.database.museum/guid/MVZ:Mamm:237525,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-29; method: expert,,,,,10/29/16,,303,303,2016,10,29,29-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,10/29/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/29/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,314,total length,0,100.9,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,49:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237528?seid=4043496. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237528,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=337 mm; tail length=153 mm; hind foot with claw=38 mm; ear from notch=29 mm; weight=120 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Perforate, post lactating",http://arctos.database.museum/guid/MVZ:Mamm:237528?seid=4043496,MVZ:Mamm:237528,2981,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2981,,http://arctos.database.museum/guid/MVZ:Mamm:237528,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-11-01; method: expert,,,,,11/1/16,,306,306,2016,11,1,1-Nov-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,11/1/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,11/1/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,337,total length,0,120,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,49:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237530?seid=4043498. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237530,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=329 mm; tail length=147 mm; hind foot with claw=37 mm; ear from notch=27 mm; weight=112.3 g; sex=female ; age=adult ; reproductive data=Enlarged nipples, non perforate",http://arctos.database.museum/guid/MVZ:Mamm:237530?seid=4043498,MVZ:Mamm:237530,2984,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"skull; skin, study",,,,,,collector number=2984,,http://arctos.database.museum/guid/MVZ:Mamm:237530,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-11-01; method: expert,,,,,11/1/16,,306,306,2016,11,1,1-Nov-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,11/1/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,11/1/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,329,total length,0,112.3,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,49:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237531?seid=4043499. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237531,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=344 mm; tail length=160 mm; hind foot with claw=39 mm; ear from notch=30 mm; weight=156.3 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 31x14",http://arctos.database.museum/guid/MVZ:Mamm:237531?seid=4043499,MVZ:Mamm:237531,2986,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"skull; skin, study",,,,,,collector number=2986,,http://arctos.database.museum/guid/MVZ:Mamm:237531,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-11-01; method: expert,,,,,11/1/16,,306,306,2016,11,1,1-Nov-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,not recorded,320,,,,,,,,,Kevin C. Rowe,11/1/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,11/1/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,344,total length,0,156.3,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,40:00.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237532?seid=4043534. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237532,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=358 mm; tail length=164 mm; hind foot with claw=38 mm; ear from notch=28 mm; weight=158.2 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 35x15",http://arctos.database.museum/guid/MVZ:Mamm:237532?seid=4043534,MVZ:Mamm:237532,2990,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"skull; skin, study",,,,,,collector number=2990,,http://arctos.database.museum/guid/MVZ:Mamm:237532,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-11-01; method: expert,,,,,11/1/16,,306,306,2016,11,1,1-Nov-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2460 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2390-2550 el.",2390,2550,,,,,,,Kevin C. Rowe,SITE ID= Bawakaraeng 03. Elevation determined from Google Earth DEM.,-5.308463,119.948661,World Geodetic System 1984,320,,-0.044256126,,,decimal degrees,,,,Kevin C. Rowe,11/1/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,11/1/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,358,total length,0,158.2,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
